,Tm
19692,MBT2715159.1
19693,WP_202190639.1
19694,WP_299087078.1
19695,WP_132948109.1
19696,WP_183247081.1
19697,WP_063455915.1
19698,ECB9831923.1
19699,WP_070232108.1
19700,WP_289317185.1
19701,WP_149065718.1
19702,EAE6828711.1
19703,EJR1224353.1
19704,EHW1529429.1
19705,HAC2244586.1
19706,WP_085644495.1
19707,MBV1609178.1
19708,EGL8220058.1
19709,WP_187122552.1
19710,WP_061388121.1
19711,WP_181329282.1
19712,ECC2021625.1
19713,WP_034313733.1
19714,EHZ1694612.1
19715,EAD1226410.1
19716,WP_238036910.1
19717,EJD3203965.1
19718,HAB8809015.1
19719,EAE1348036.1
19720,EFQ5017988.1
19721,EIL5475132.1
19722,WP_003723867.1
19723,WP_280643068.1
19724,WP_070235899.1
19725,EAG1547108.1
19726,WP_070225164.1
19727,EAC7513286.1
19728,WP_070299165.1
19729,WP_171699776.1
19730,WP_239254358.1
19731,WP_194325700.1
19732,WP_149050246.1
19733,WP_008948151.1
19734,WP_070763357.1
19735,WP_070256279.1
19736,HBL6539731.1
19737,MCP8299489.1
19738,WP_187998577.1
19739,EIM1791450.1
19740,WP_006323105.1
19741,WP_205760627.1
19742,WP_070024815.1
19743,WP_070308762.1
19744,WP_069027376.1
19745,WP_185604797.1
19746,EAG8561682.1
19747,WP_185484518.1
19748,HBM3605691.1
19749,EJE4607868.1
19750,WP_070215103.1
19751,WP_161784896.1
19752,WP_064220609.1
19753,EPZ39275.1
19754,WP_286184512.1
19755,WP_039177104.1
19756,WP_089362439.1
19757,WP_194331920.1
19758,EAE8345456.1
19759,EAC9078899.1
19760,WP_080147560.1
19761,WP_043963691.1
19762,WP_284471299.1
19763,WP_070784729.1
19764,WP_010989818.1
19765,EAF7186319.1
19766,WP_061462379.1
19767,WP_066337845.1
19768,MBO0996914.1
19769,WP_035047109.1
19770,WP_036096161.1
19771,EHB7033598.1
19772,EAE7374692.1
19773,EAF2387559.1
19774,WP_063388437.1
19775,ECH6469933.1
19776,EAC9338391.1
19777,WP_003728305.1
19778,EAF1416066.1
19779,WP_099224317.1
19780,WP_036070455.1
19781,WP_201221444.1
19782,HAB6423130.1
19783,KQU18500.1
19784,HAC0638504.1
19785,WP_097834186.1
19786,WP_120192285.1
19787,EAE1341815.1
19788,EDN7438639.1
19789,WP_070761454.1
19790,EJK0464917.1
19791,WP_185345062.1
19792,EAG9918366.1
19793,WP_053345290.1
19794,EHR7110969.1
19795,EBB9051952.1
19796,EAF9834178.1
19797,EAE6613813.1
19798,WP_007505038.1
19799,WP_167628957.1
19800,WP_098125109.1
19801,WP_028392886.1
19802,WP_016115974.1
19803,WP_115752765.1
19804,WP_035162056.1
19805,WP_185355054.1
19806,WP_098161185.1
19807,WP_185613850.1
19808,WP_163234361.1
19809,WP_185406797.1
19810,WP_185633132.1
19811,MBP2640150.1
19812,WP_185414621.1
19813,WP_036093342.1
19814,WP_185512525.1
19815,WP_185384689.1
19816,WP_036060145.1
19817,WP_185572610.1
19818,WP_036099578.1
19819,WP_036085622.1
19820,WP_187126034.1
19821,WP_173730415.1
19822,WP_181677326.1
19823,WP_185629966.1
19824,WP_185345694.1
19825,WP_187133793.1
19826,WP_185497248.1
19827,WP_185493366.1
19828,WP_185657047.1
19829,WP_185486828.1
19830,WP_036078499.1
19831,WP_185473259.1
19832,WP_185615647.1
19833,WP_185543243.1
19834,WP_185353438.1
19835,WP_185381929.1
19836,WP_069650234.1
19837,WP_185537499.1
19838,WP_088809521.1
19839,WP_185408368.1
19840,WP_185418311.1
19841,WP_240875109.1
19842,WP_036064603.1
19843,WP_160800594.1
19844,WP_036069682.1
19845,WP_185408839.1
19846,4JRO_A
19847,WP_028778322.1
19848,MBL7156736.1
19849,MBZ0304708.1
19850,KAB2902774.1
19851,WP_151756375.1
19852,WP_044895563.1
19853,WP_078413346.1
19854,WP_028394590.1
19855,WP_123920179.1
19856,WP_243387009.1
19857,WP_243289907.1
19858,WP_089281204.1
19859,SNR90353.1
19860,WP_271714032.1
19861,MDI6759808.1
19862,MCB7128451.1
19863,MCP4364944.1
19864,HCN20576.1
19865,OHB88492.1
19866,MBR1696944.1
19867,MBD9298198.1
19868,WP_282927187.1
19869,WP_287762438.1
19870,WP_015562752.1
19871,WP_270517893.1
19872,WP_008538620.1
19873,WP_270348551.1
19874,WP_287787089.1
19875,HIX83303.1
19876,WP_087386626.1
19877,WP_027889861.1
19878,WP_070129420.1
19879,WP_097841920.1
19880,MCG3425936.1
19881,HDR7871137.1
19882,WP_238723411.1
19883,WP_158350024.1
19884,WP_158348776.1
19885,GIX02581.1
19886,WP_095415991.1
19887,MBR3770978.1
19888,MBQ9064507.1
19889,MBR1420028.1
19890,WP_149122803.1
19891,WP_012548461.1
19892,WP_276900359.1
19893,PNV79844.1
19894,WP_012583308.1
19895,MCK9443298.1
19896,MBV1818205.1
19897,WP_226808457.1
19898,MCG4565439.1
19899,WP_154481644.1
19900,MSS42279.1
19901,NLV77684.1
19902,HAE92527.1
19903,WP_216543378.1
19904,WP_072975449.1
19905,WP_237722326.1
19906,QQY80311.1
19907,MBU5425773.1
19908,MSU01489.1
19909,WP_132983526.1
19910,WP_216521868.1
19911,WP_094902807.1
19912,WP_216556793.1
19913,MBQ9606184.1
19914,MBQ8093480.1
19915,MBR1711064.1
19916,MCI8447302.1
19917,WP_226538363.1
19918,WP_010898642.1
19919,WP_007555654.1
19920,WP_276945617.1
19921,WP_007555308.1
19922,WP_276891672.1
19923,WP_276900615.1
19924,MDF2586596.1
19925,MDF2803019.1
19926,WP_185258177.1
19927,PZN42142.1
19928,HHW42799.1
19929,MCD5407331.1
19930,MBW3669049.1
19931,MCL6635530.1
19932,WP_201451677.1
19933,WP_209861413.1
19934,MDB4964634.1
19935,RZK33440.1
19936,WP_277234080.1
19937,WP_208131939.1
19938,WP_157564673.1
19939,MDB5267720.1
19940,RZK39742.1
19941,PCJ01930.1
19942,MCH2037332.1
19943,PCI55410.1
19944,MBC7976771.1
19945,RYE87332.1
19946,OLB86299.1
19947,PYU29116.1
19948,PYU39749.1
19949,PYV24239.1
19950,WP_295996076.1
19951,WP_213776670.1
19952,WP_238218535.1
19953,NKB16457.1
19954,WP_292118617.1
19955,MAL56621.1
19956,WP_075358415.1
19957,WP_233948898.1
19958,WP_250485868.1
19959,WP_017128551.1
19960,WP_250475059.1
19961,ORE91094.1
19962,WP_109476889.1
19963,WP_090838163.1
19964,WP_150585962.1
19965,WP_282588093.1
19966,WP_062002012.1
19967,WP_131195818.1
19968,RYX90602.1
19969,WP_223468739.1
19970,WP_299717907.1
19971,WP_089162756.1
19972,WP_213764235.1
19973,WP_165410030.1
19974,WP_078709964.1
19975,WP_062016656.1
19976,MCK6479179.1
19977,TCL03393.1
19978,MCR9141543.1
19979,WP_014803896.1
19980,MBN8220799.1
19981,MCS6985216.1
19982,MCX7633754.1
19983,MDH4261968.1
19984,WP_273340323.1
19985,WP_003777133.1
19986,MBN1878909.1
19987,NLL85921.1
19988,NLO22612.1
19989,MBI2154383.1
19990,MBI2554689.1
19991,MBE5784439.1
19992,RLA79808.1
19993,MCJ7546230.1
19994,WP_113887897.1
19995,WP_216093611.1
19996,NPV27339.1
19997,MBE6969044.1
19998,MCH8076084.1
19999,MCH8887186.1
20000,MDA8194868.1
20001,MBI2158162.1
20002,UCF09160.1
20003,MBI5359199.1
20004,UCH87965.1
20005,UCG69366.1
20006,MBI2461455.1
20007,PYM90589.1
20008,UCE74275.1
20009,MBI2879198.1
20010,HBH02961.1
20011,KRT68312.1
20012,MBI2494554.1
20013,OGL13637.1
20014,MBI1962437.1
20015,MBI4629417.1
20016,MBI2369879.1
20017,OGL09633.1
20018,MBI3029219.1
20019,MBI3456385.1
20020,MBI4635304.1
20021,MBI4013950.1
20022,MBI4589409.1
20023,MCI0347519.1
20024,MBI3992065.1
20025,RME90034.1
20026,WP_089171566.1
20027,WP_262718329.1
20028,WP_017763493.1
20029,MDA1568560.1
20030,WP_254759084.1
20031,WP_028400095.1
20032,WP_034639976.1
20033,WP_242222306.1
20034,PHA03415.1
20035,WP_230575367.1
20036,WP_020062115.1
20037,PEA53362.1
20038,WP_090913509.1
20039,WP_035430827.1
20040,WP_251226535.1
20041,WP_098309885.1
20042,WP_272190211.1
20043,WP_097897486.1
20044,WP_199667119.1
20045,WP_289371826.1
20046,WP_098719493.1
20047,WP_144569255.1
20048,WP_017151503.1
20049,WP_286125301.1
20050,WP_033677839.1
20051,WP_098160884.1
20052,WP_003198990.1
20053,WP_042979098.1
20054,WP_286015725.1
20055,WP_207994890.1
20056,WP_208018546.1
20057,WP_026591596.1
20058,WP_113759816.1
20059,WP_241816378.1
20060,WP_174101432.1
20061,WP_098336576.1
20062,WP_097836864.1
20063,WP_097848190.1
20064,WP_098883622.1
20065,WP_016115680.1
20066,WP_193412142.1
20067,WP_098491903.1
20068,WP_097902726.1
20069,WP_098386034.1
20070,MBS9802112.1
20071,WP_242212473.1
20072,WP_000395048.1
20073,WP_088229855.1
20074,WP_000395017.1
20075,PFJ06679.1
20076,MDA1761966.1
20077,WP_098267083.1
20078,WP_098990864.1
20079,WP_098611094.1
20080,WP_242069044.1
20081,WP_070144337.1
20082,WP_002172853.1
20083,WP_128282389.1
20084,WP_215553777.1
20085,WP_071718052.1
20086,WP_048371330.1
20087,WP_078181156.1
20088,WP_098304991.1
20089,WP_178939196.1
20090,WP_242235424.1
20091,WP_284556963.1
20092,WP_098777418.1
20093,WP_212936857.1
20094,WP_088079063.1
20095,WP_215586718.1
20096,WP_219375441.1
20097,WP_025148105.1
20098,KXY27608.1
20099,WP_078174153.1
20100,MBJ8187163.1
20101,WP_000506444.1
20102,WP_098709424.1
20103,WP_269481687.1
20104,WP_088293371.1
20105,WP_283882060.1
20106,WP_002033588.1
20107,WP_002111090.1
20108,WP_088039931.1
20109,WP_151634271.1
20110,WP_000506443.1
20111,OTW83641.1
20112,WP_098826643.1
20113,WP_002014354.1
20114,WP_088059550.1
20115,WP_219919516.1
20116,WP_060751613.1
20117,WP_193672259.1
20118,HDR7635266.1
20119,WP_113936065.1
20120,WP_262720769.1
20121,WP_098078863.1
20122,HDR7566090.1
20123,WP_048565918.1
20124,WP_098652651.1
20125,HDR7646039.1
20126,WP_097809813.1
20127,WP_098137511.1
20128,WP_098962374.1
20129,WP_098099630.1
20130,WP_076539328.1
20131,WP_172555385.1
20132,WP_270740163.1
20133,WP_215575952.1
20134,WP_016120609.1
20135,WP_002066468.1
20136,WP_098146424.1
20137,WP_087981459.1
20138,WP_098168393.1
20139,WP_098145431.1
20140,HDR4736398.1
20141,WP_000395047.1
20142,WP_078176090.1
20143,WP_048543969.1
20144,WP_098273707.1
20145,WP_219303279.1
20146,WP_262749852.1
20147,WP_002190352.1
20148,WP_289359821.1
20149,WP_097832758.1
20150,WP_000365010.1
20151,WP_242247958.1
20152,WP_000395023.1
20153,WP_002121292.1
20154,WP_088091712.1
20155,MCU5531265.1
20156,WP_002137674.1
20157,WP_016130060.1
20158,WP_000395019.1
20159,WP_000395032.1
20160,WP_236786991.1
20161,WP_002128467.1
20162,WP_199637916.1
20163,WP_000395024.1
20164,WP_038814017.1
20165,WP_042510983.1
20166,WP_071747635.1
20167,WP_237980673.1
20168,WP_072180159.1
20169,WP_285000775.1
20170,WP_001989402.1
20171,PEF59050.1
20172,WP_277493117.1
20173,WP_098884791.1
20174,WP_168897874.1
20175,WP_270794209.1
20176,WP_000395020.1
20177,MBL3844883.1
20178,WP_098721337.1
20179,WP_048562617.1
20180,WP_242226393.1
20181,WP_131245331.1
20182,WP_063219673.1
20183,WP_000395027.1
20184,WP_000365011.1
20185,MDA2667393.1
20186,WP_000395031.1
20187,WP_242298076.1
20188,WP_088312432.1
20189,EDX57206.1
20190,WP_144614164.1
20191,WP_000395021.1
20192,WP_147790941.1
20193,WP_063221236.1
20194,WP_000395025.1
20195,WP_106383413.1
20196,WP_000395034.1
20197,WP_273752164.1
20198,WP_063262509.1
20199,WP_274430097.1
20200,WP_199795538.1
20201,WP_151628318.1
20202,WP_272851019.1
20203,WP_071735230.1
20204,WP_098870309.1
20205,MDA2731217.1
20206,WP_000395022.1
20207,WP_078384628.1
20208,HDR7793741.1
20209,WP_000670493.1
20210,WP_071711404.1
20211,WP_060631783.1
20212,WP_149178554.1
20213,WP_000395026.1
20214,WP_166703937.1
20215,WP_098921857.1
20216,PGK35329.1
20217,WP_072192206.1
20218,WP_212954945.1
20219,WP_270606667.1
20220,WP_073525358.1
20221,WP_286119839.1
20222,WP_087958801.1
20223,WP_073515866.1
20224,WP_113741143.1
20225,WP_076869545.1
20226,WP_078418907.1
20227,WP_144507897.1
20228,WP_098669864.1
20229,WP_000395033.1
20230,WP_098985875.1
20231,WP_210626156.1
20232,HDR3648638.1
20233,WP_048527645.1
20234,WP_144488147.1
20235,WP_065224132.1
20236,WP_262725540.1
20237,WP_061678476.1
20238,MCU4989996.1
20239,WP_098289379.1
20240,WP_242275378.1
20241,WP_016086869.1
20242,WP_242320028.1
20243,MDA1963878.1
20244,WP_227595565.1
20245,WP_182812282.1
20246,WP_265938830.1
20247,PFM17285.1
20248,WP_090977427.1
20249,WP_078994445.1
20250,WP_098276962.1
20251,WP_243510959.1
20252,WP_098481015.1
20253,WP_229135643.1
20254,WP_098318246.1
20255,WIK94139.1
20256,WP_049111860.1
20257,WP_016718198.1
20258,WP_202340294.1
20259,WP_098022311.1
20260,WP_062821452.1
20261,WP_242300569.1
20262,PES21887.1
20263,WP_000395352.1
20264,WP_098536452.1
20265,WP_030026895.1
20266,WP_098871597.1
20267,WP_098329906.1
20268,WP_098558650.1
20269,WP_086413639.1
20270,WP_098202858.1
20271,MDA1949116.1
20272,WP_140971075.1
20273,WP_270822738.1
20274,WP_206905088.1
20275,WP_074570068.1
20276,WP_087967734.1
20277,WP_016111397.1
20278,WP_116366033.1
20279,WP_098912273.1
20280,WP_029439240.1
20281,WP_270709223.1
20282,WP_000395045.1
20283,WP_087995628.1
20284,WP_131100494.1
20285,WP_002194726.1
20286,WP_114159828.1
20287,WP_277616648.1
20288,WP_098781938.1
20289,WP_000395036.1
20290,WP_098312486.1
20291,WP_153588376.1
20292,WP_000395030.1
20293,OTX78746.1
20294,WP_098355317.1
20295,WP_097851447.1
20296,WP_000395044.1
20297,WP_074565063.1
20298,WP_098286384.1
20299,WP_139894600.1
20300,WP_098682704.1
20301,WP_098378621.1
20302,WP_000395028.1
20303,WP_098279302.1
20304,WP_061657309.1
20305,WP_163255284.1
20306,WP_000395018.1
20307,HCX49730.1
20308,WP_270698139.1
20309,WP_061183418.1
20310,WP_270412230.1
20311,WP_061139028.1
20312,WP_106081761.1
20313,WP_098817205.1
20314,WP_078400504.1
20315,WP_102956665.1
20316,MDA2382375.1
20317,WP_152305468.1
20318,WP_033695960.1
20319,WP_098955389.1
20320,WP_100619787.1
20321,WP_000395042.1
20322,WP_098618794.1
20323,WP_048550211.1
20324,WP_000395041.1
20325,WP_257115617.1
20326,WP_143881403.1
20327,WP_142408347.1
20328,MDA2190425.1
20329,WP_242255191.1
20330,WP_000395037.1
20331,HDR3345123.1
20332,WP_043936409.1
20333,WP_000395029.1
20334,WP_000395043.1
20335,WP_025687005.1
20336,WP_025708953.1
20337,MRB58511.1
20338,WP_088322464.1
20339,WP_000395039.1
20340,WP_227899776.1
20341,WP_025117934.1
20342,WP_000395040.1
20343,WP_098442041.1
20344,WP_263043206.1
20345,WP_065382506.1
20346,WP_088361767.1
20347,MCU5525472.1
20348,WP_196478542.1
20349,WP_088054104.1
20350,WP_098855467.1
20351,WP_098974034.1
20352,WP_000395038.1
20353,MBG9510301.1
20354,PAW40374.1
20355,KGX88481.1
20356,TCT26806.1
20357,WP_226894823.1
20358,WP_129476025.1
20359,WP_290399594.1
20360,WP_181751970.1
20361,APH68489.1
20362,WP_010327880.1
20363,WP_146946736.1
20364,MCY8717578.1
20365,WP_251427873.1
20366,WP_126049981.1
20367,RIU96601.1
20368,WP_216489507.1
20369,WP_156647050.1
20370,WP_035062987.1
20371,MBL4952649.1
20372,WP_121680301.1
20373,WP_206850968.1
20374,WP_214478491.1
20375,WP_077211490.1
20376,WP_066393523.1
20377,WP_258759273.1
20378,WP_095298740.1
20379,WP_251322370.1
20380,WP_130295714.1
20381,WP_263381222.1
20382,WP_095067278.1
20383,WP_201419134.1
20384,WP_281849592.1
20385,WP_230150657.1
20386,WP_077045048.1
20387,WP_263014061.1
20388,WP_210642498.1
20389,WP_253127578.1
20390,WP_072339969.1
20391,WP_123345321.1
20392,WP_099228751.1
20393,WP_055128673.1
20394,WP_010169221.1
20395,WP_198822596.1
20396,WP_272449435.1
20397,WP_026636082.1
20398,WP_071482677.1
20399,WP_123725078.1
20400,WP_005765466.1
20401,WP_090213470.1
20402,WP_072397995.1
20403,RBJ81472.1
20404,MBF1296721.1
20405,WP_054084625.1
20406,WP_122341539.1
20407,WP_242788618.1
20408,WP_102862814.1
20409,WP_122553292.1
20410,WP_122679918.1
20411,WP_007936840.1
20412,WP_054992542.1
20413,WP_265531546.1
20414,WP_279880325.1
20415,WP_054989825.1
20416,WP_003366033.1
20417,WP_296413679.1
20418,WP_273823204.1
20419,WP_256047802.1
20420,EKT4521577.1
20421,WP_065364846.1
20422,WP_236195569.1
20423,WP_024639387.1
20424,WP_122709445.1
20425,WP_070513238.1
20426,WP_092274429.1
20427,WP_161754549.1
20428,WP_125829879.1
20429,WP_214913673.1
20430,WP_169895220.1
20431,WP_029244335.1
20432,WP_070747977.1
20433,WP_196155338.1
20434,WP_060842266.1
20435,WP_188983682.1
20436,WP_096137672.1
20437,WP_224457225.1
20438,WP_005743101.1
20439,WP_042727940.1
20440,WP_188252175.1
20441,WP_044295665.1
20442,WP_015373586.1
20443,WP_122445810.1
20444,WP_025130312.1
20445,WP_245097836.1
20446,WP_074811417.1
20447,WP_262126014.1
20448,WP_005731008.1
20449,WP_103389883.1
20450,WP_236273212.1
20451,WP_061373884.1
20452,WP_124349218.1
20453,WP_122278193.1
20454,WP_102851573.1
20455,WP_233321699.1
20456,WP_032655070.1
20457,WP_107960668.1
20458,WP_040063726.1
20459,WP_109519889.1
20460,WP_017278453.1
20461,WP_159970065.1
20462,WP_213630175.1
20463,MCH2340711.1
20464,WP_010420248.1
20465,WP_016980625.1
20466,WP_015633876.1
20467,WP_131653689.1
20468,WP_158177785.1
20469,WP_027617442.1
20470,WP_057435522.1
20471,WP_004880379.1
20472,WP_275961568.1
20473,WP_070814574.1
20474,WP_003764602.1
20475,WP_122591582.1
20476,WP_188213242.1
20477,WP_279846344.1
20478,PKM25201.1
20479,WP_047225952.1
20480,WP_060405930.1
20481,WP_099315583.1
20482,WP_150048603.1
20483,WP_011058836.1
20484,WP_081563758.1
20485,WP_011266390.1
20486,WP_047283614.1
20487,MBU0565653.1
20488,WP_003680817.1
20489,WP_231653644.1
20490,WP_124318842.1
20491,WP_057403619.1
20492,WP_032613297.1
20493,WP_125465901.1
20494,WP_060695929.1
20495,WP_003432130.1
20496,WP_092301730.1
20497,WP_090202833.1
20498,WP_234173697.1
20499,WP_288498930.1
20500,WP_024688450.1
20501,WP_233841446.1
20502,WP_226686918.1
20503,WP_225787521.1
20504,WP_196144064.1
20505,WP_038582689.1
20506,WP_060837173.1
20507,WP_137886253.1
20508,WP_281459617.1
20509,WP_198744929.1
20510,WP_139048624.1
20511,WP_073167415.1
20512,WP_044343303.1
20513,WP_046162899.1
20514,WP_074751612.1
20515,WP_009041834.1
20516,WP_106442746.1
20517,WP_153373525.1
20518,WP_122411738.1
20519,WP_009046612.1
20520,WP_210713051.1
20521,WP_058399814.1
20522,WP_053147708.1
20523,WP_202698823.1
20524,WP_046853855.1
20525,WP_092318916.1
20526,WP_110722687.1
20527,WP_023378239.1
20528,MBF1279169.1
20529,WP_180923838.1
20530,WP_016704453.1
20531,WP_028683771.1
20532,HBS79146.1
20533,WP_044320351.1
20534,WP_277587701.1
20535,WP_277460103.1
20536,WP_057424270.1
20537,WP_007925825.1
20538,WP_073262787.1
20539,WP_295471659.1
20540,WP_265085135.1
20541,WP_200636348.1
20542,WP_110175400.1
20543,WP_244394929.1
20544,WP_097134255.1
20545,POY80073.1
20546,WP_248745341.1
20547,WP_219088477.1
20548,WP_219064494.1
20549,WP_075928609.1
20550,WP_147175548.1
20551,WP_279808319.1
20552,MBB4821316.1
20553,WP_050707333.1
20554,WP_271659247.1
20555,WP_021221330.1
20556,WP_070822067.1
20557,WP_264590967.1
20558,WP_122425344.1
20559,WP_093500286.1
20560,WP_187519565.1
20561,WP_075960172.1
20562,WP_070615239.1
20563,WP_102839597.1
20564,OHC32867.1
20565,WP_159894902.1
20566,WP_023446019.1
20567,WP_058074015.1
20568,WP_153329358.1
20569,WP_019360990.1
20570,WP_301633659.1
20571,WP_070880223.1
20572,WP_103497997.1
20573,WP_070885992.1
20574,WP_192289262.1
20575,WP_208217419.1
20576,WP_057455240.1
20577,WP_110778191.1
20578,WP_048328498.1
20579,WP_218226150.1
20580,MBK59162.1
20581,WP_200600422.1
20582,WP_159969167.1
20583,WP_111461238.1
20584,WP_126189115.1
20585,WP_102837328.1
20586,WP_013789574.1
20587,WP_019405671.1
20588,WP_062823895.1
20589,WP_256052133.1
20590,WP_122098732.1
20591,WP_274305315.1
20592,WP_092367012.1
20593,WP_263151508.1
20594,MDL2180524.1
20595,WP_056841339.1
20596,WP_243606727.1
20597,WP_122473244.1
20598,WP_003301023.1
20599,WP_249910353.1
20600,WP_027903871.1
20601,WP_152737737.1
20602,WP_248795962.1
20603,WP_267936755.1
20604,WP_299834191.1
20605,WP_100940434.1
20606,WP_177090671.1
20607,WP_170910512.1
20608,WP_200595988.1
20609,WP_021207086.1
20610,WP_108108544.1
20611,WP_109512092.1
20612,WP_045430769.1
20613,WP_255980094.1
20614,WP_037025497.1
20615,WP_063539628.1
20616,WP_151320402.1
20617,WP_045160503.1
20618,WP_225837744.1
20619,AWM59259.1
20620,WP_248805717.1
20621,WP_172434848.1
20622,WP_236214934.1
20623,WP_143488576.1
20624,WP_217477387.1
20625,WP_279803701.1
20626,WP_042552270.1
20627,WP_279815604.1
20628,WP_173171193.1
20629,WP_165678454.1
20630,WP_191489876.1
20631,WP_271104195.1
20632,WP_065985564.1
20633,MDL5594647.1
20634,WP_253122202.1
20635,WP_181097497.1
20636,WP_122075368.1
20637,WP_142013739.1
20638,WP_213626724.1
20639,WP_165664952.1
20640,WP_069566203.1
20641,WP_069562653.1
20642,WP_182851199.1
20643,WP_111259793.1
20644,WP_160481832.1
20645,WP_044406767.1
20646,WP_181082860.1
20647,WP_165667803.1
20648,WP_236212197.1
20649,WP_165670238.1
20650,MDB5980281.1
20651,WP_107330490.1
20652,WP_138486947.1
20653,WP_102826222.1
20654,WP_125896748.1
20655,WP_095649297.1
20656,WP_277220473.1
20657,WP_165680642.1
20658,WP_278396385.1
20659,WP_125862499.1
20660,WP_131191375.1
20661,WP_192422636.1
20662,WP_084304599.1
20663,WP_131174391.1
20664,WP_066078299.1
20665,WP_125856635.1
20666,WP_084902491.1
20667,MBF0683195.1
20668,WP_103455989.1
20669,WP_118846904.1
20670,MBU1285825.1
20671,WP_025457596.1
20672,WP_090176222.1
20673,WP_101120826.1
20674,WP_289239501.1
20675,WP_302065553.1
20676,RXS43578.1
20677,WP_118802146.1
20678,WP_132954085.1
20679,RKW32725.1
20680,WP_160090034.1
20681,WP_124795170.1
20682,WP_232709847.1
20683,MTJ01704.1
20684,WP_255840196.1
20685,WP_090052403.1
20686,WP_289117189.1
20687,KPD23132.1
20688,WP_279457258.1
20689,WP_034292186.1
20690,WP_167144306.1
20691,WP_090251308.1
20692,WP_286874953.1
20693,WP_290610612.1
20694,NQZ16928.1
20695,WP_115308796.1
20696,WP_300321030.1
20697,RUO64477.1
20698,WP_015674222.1
20699,WP_027021027.1
20700,WP_289005647.1
20701,WP_049261271.1
20702,WP_222444531.1
20703,WP_222900445.1
20704,WP_026860735.1
20705,WP_126773586.1
20706,WP_258241008.1
20707,WP_258808257.1
20708,WP_126763174.1
20709,MBG23163.1
20710,WP_126833566.1
20711,WP_241968865.1
20712,WP_100289764.1
20713,WP_150538307.1
20714,WP_038663588.1
20715,WP_015278368.1
20716,OCX91743.1
20717,WP_058078826.1
20718,WP_014851447.1
20719,WP_253164241.1
20720,WP_214331131.1
20721,WP_226757139.1
20722,CAG0961213.1
20723,WP_107150828.1
20724,WP_116135648.1
20725,TAM52448.1
20726,WP_277430436.1
